transcript_id	miracidia	sporocyst_2d_invitro	sporocyst_1d_invivo	sporocyst_3d_invivo	sporocyst_shedder_invivo	cercariae	somule_3h	somule_24h	adult_m_21d	adult_f_21d	adult_m_28d	adult_f_28d	adult_m_38d	adult_f_38d
Smp_247920.2	1.4	3.51	6.56	5.35	5.16	0.79	20.08	12.25	12.16	10.47	15.82	9.9	10.86	8.61
Smp_247930.1	0.76	0	5.56	2.38	5.76	0.43	4.85	0.26	0	0.26	0.16	0	0.68	0
Smp_247930.2	1.02	0.71	0	0	7.5	3.52	28.27	33.86	3.86	4.57	3.97	3.69	1	3.07
Smp_247940.1	8.9	6.77	5.46	9.55	4.47	22.27	43.46	25.88	10.83	12.11	11.53	12.57	5.31	15.11
Smp_247950.1	0.04	0.09	0	0	2.35	1.08	10.58	34.29	15.4	12.47	6.72	5.59	2.88	3.23
Smp_247980.1	4.08	6.64	89.25	140.93	100.96	0.55	2.99	8.24	22.9	23.21	15.79	15.48	35.76	8.62
Smp_247980.2	61.44	82.9	0	0	0	3.29	0	0	4.4	1.43	5.34	1.61	0	4.58
Smp_247990.1	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0
Smp_248000.1	67.4	50.4	37.67	44.97	48.9	13.49	14.57	1.6	17.23	15.24	15.66	15.64	25	14.98
Smp_248010.1	7.37	18.82	13.61	13.43	18.45	6.84	21.59	49.88	60.89	68.22	58.53	65.36	41.22	80.24
Smp_248020.1	1.45	0.51	3.48	0	6.95	3.15	3.18	4.42	15.93	18.4	19.22	17.46	40.89	20.24
Smp_248030.1	54.31	62.71	102.21	103.02	82.78	76.07	104.67	137.44	142.65	134.61	177.83	191.48	141.32	211.44
Smp_248070.1	1.4	0.62	2.8	3.49	7.36	3.43	2.98	4	9.96	10.83	8.1	9.11	4.87	8.76
Smp_248080.1	62.26	63.97	22.95	30.02	14.7	74.21	57.8	69.36	22.4	19.85	18.14	17.38	8.89	15.03
Smp_248090.1	0.35	0.11	1.88	1.71	1.18	1.93	1.29	2.42	0.77	0.52	0.31	0.18	0.08	0.14
Smp_248100.1	0.26	0.07	0.29	0	0.89	0.06	0.06	0	1.39	0	0	0.42	7.22	2.88
Smp_248100.2	0.04	0	0.03	0	0.08	0.01	0.02	1.33	0.13	2.43	13.78	4.69	23.33	0.23
Smp_248110.1	37.39	36.41	20.36	27.57	21.01	46.11	31.74	28.55	17.08	13.52	16.81	14.93	16.87	12.17
Smp_248110.2	0	0	0	0	0	0	0	0	0	0.23	0	0	0	0
Smp_248120.1	2.74	1.83	16.42	17	13.83	8.15	6.65	7.92	13.07	12.7	9.84	9.32	15.29	10.1
Smp_248130.1	7.78	4.68	30.1	41.28	55.27	49.41	20.73	15.85	29.88	29.72	32.17	32.24	70.34	35.2
Smp_248140.1	449.58	373.9	152.7	181.73	134.28	216.82	179.18	127.95	106.77	104.74	85.7	83.35	104.99	101.89
Smp_248150.1	3.09	3.33	0	0	0.15	0.62	0.18	0.08	0.01	0	0	0	0.38	0.03
Smp_248150.2	0	0	0	0	0	0.07	0.61	0.19	0.02	0.02	0.08	0.07	0.05	0.1
Smp_248160.1	219.73	125.29	17.93	28.72	10.75	117.1	92.46	58.29	37.3	30.75	31.28	29.14	21.57	29.66
Smp_248170.1	1236.8	1676.37	211.34	315.78	113.7	102.95	55.03	90.7	75.12	71.77	76.83	59.77	175.35	53.81
Smp_248170.2	8.43	4.46	0	0	0	0.44	0	0.71	0.36	0.21	0.29	0.11	1.09	0.32
Smp_248180.1	1.32	2.65	21.88	15.75	15.47	1.11	17.81	23.02	14.57	17.39	17.07	16.29	23.58	17.02
Smp_248190.1	65.18	80.39	56.98	44.48	59.06	111.74	59.9	29.2	32.15	28	32.76	29.26	49.7	29.58
Smp_248200.1	12.1	9.44	27.22	20.38	11.28	3.29	2.95	4.87	4.99	6.36	5.21	4.67	12.68	4.74
Smp_266720.1	5.71	5.05	4.46	2.55	2.69	4.05	6.17	17.38	12.35	16.32	10.8	12.98	1.56	8.58
Smp_266720.2	5.01	7.3	17.68	6.1	9.87	2.49	10.62	7.86	15.84	19.29	8.83	11.54	5.31	16.62
Smp_266740.1	104.07	184.41	36.55	17.41	45.67	35.93	45.42	18.12	18.34	20.05	15.39	13.05	16.86	15.99
Smp_266750.1	4.93	3.22	24.91	17.79	25.44	74.87	189.45	35.65	24.87	15.19	24.42	17.02	10.68	14.96
Smp_266760.1	0.73	0.2	1.43	0.27	2.37	0.81	1.37	1.64	3.88	4.55	2.73	3.2	1.05	3.09
Smp_266770.1	11.09	8.69	10.45	10.78	14.97	13.64	25.01	25.38	11.68	11.6	10.97	11.84	5.14	12.32
Smp_266790.1	155.4	79.29	44.6	82.83	54.56	208.86	140.96	78.29	31.39	29.03	33.34	30.7	25.46	32.39
Smp_266800.1	61.48	80.26	23.49	35.43	8.15	10.44	3.74	1.65	2.15	2.07	2.43	2.83	2.09	2.35
Smp_266800.2	119.38	156.1	18.28	23.38	4.67	24.21	7.53	5.36	10.89	7.64	10.22	9.26	2.96	6.34
Smp_266800.3	61.48	80.26	23.49	35.43	8.15	10.44	3.74	1.65	2.15	2.07	2.43	2.83	2.09	2.35
Smp_266800.4	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0
Smp_266800.5	15.88	3.46	45.56	21.28	94.85	29.32	18.81	19.76	17.36	14.1	16.73	14.4	18.36	17.28
Smp_266800.6	0	0	60.96	61.15	23.68	0.95	0	0	0	0	0	0	0	0
Smp_266800.7	129.94	254.63	0	0	0	0.73	0.31	0.1	2.98	1.54	2.59	2.36	0.42	1.53
