transcript_id	miracidia	sporocyst_2d_invitro	sporocyst_1d_invivo	sporocyst_3d_invivo	sporocyst_shedder_invivo	cercariae	somule_3h	somule_24h	adult_m_21d	adult_f_21d	adult_m_28d	adult_f_28d	adult_m_38d	adult_f_38d
Smp_167950.1	7.09	9.44	14.89	18.38	12.55	34.14	15.16	19.27	15.41	22.79	16.18	23.35	10.44	24.08
Smp_167950.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smp_167950.3	24.48	20.79	25.13	9.5	23.41	27.35	20.64	19.02	26.11	39	34.03	42.91	16.92	41.49
Smp_168000.1	9.18	9.25	15.05	12.51	7.1	5.98	27.91	24.27	10.95	7.6	4.66	3.96	4.26	3.1
Smp_168030.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smp_168040.1	83.48	105.35	34.75	33.32	35.03	144.81	105.29	90.32	45.42	39.93	41.47	37.78	31.92	36.89
Smp_168050.1	28.18	41.75	25.52	14.97	16.4	77.09	55.87	48.29	42.59	58.17	49	58.99	22.42	57.67
Smp_168080.1	48.41	60.15	20.47	26.45	29.74	21.54	1.93	1.39	9.88	9.42	10.23	10.31	15.58	6.07
Smp_168080.2	5.66	5.16	2.11	0	3.6	9.75	3.82	2.83	3.5	2.39	2.33	3.51	0	1.66
Smp_168080.3	0.76	0.15	0	0	0.5	0.05	1.31	2.14	5.28	7.02	4.85	4.41	9.21	7.44
Smp_168080.4	0	0.88	0	0	0	0	9.13	5.16	5.47	5.16	4.61	5.18	3.02	4.04
Smp_168140.1	0.37	0.2	1.52	3.93	2.4	6.08	4.55	5.82	3.32	4.09	4.36	5.96	3.73	9.38
Smp_168160.1	52.17	63.4	48.58	52.34	39.2	34.41	50.96	67.49	51.77	55.9	55.25	59.29	37.17	56.36
Smp_168170.1	95.19	191.41	41.56	36.79	27.88	34.28	30.57	26.63	35.42	40.02	40.42	39.82	66.25	39.01
Smp_168200.1	25.15	23.77	25.95	24.35	28.82	43.78	96.45	63.4	59.23	72.27	58.39	69.52	37.99	75.96
Smp_168240.1	4.39	6.62	3.52	5.71	5.78	1.17	5.79	14.18	17.24	16.23	11.96	13.68	2.73	11.25
Smp_168250.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smp_168270.1	4.6	0.79	0	5.91	0	1.66	0	0.84	5.69	2.81	5.07	4.62	4.23	3.85
Smp_168270.2	0.71	0	0	0	2.83	0.55	0	0.35	3.4	2.6	2.92	2.17	0.38	2.38
Smp_168270.3	19.47	6.93	28.1	29.15	9.58	16.72	2.66	0.76	1.84	2.03	2.74	2.18	0.77	1.35
Smp_168270.4	4.26	0	0	0	0	0.3	0.1	1.7	2.28	4.07	1.05	2.39	0.64	1.71
Smp_168290.1	0.19	0.18	0	0	0	0	0	0	0	0	0.16	0	0	0
Smp_168310.1	6.81	12.56	59.23	45.4	81.24	56.87	27.27	33.4	32.68	56.28	45.09	61.7	14.34	63.61
Smp_168310.2	39.16	52.83	0	0	15.11	2.57	11.23	16.39	28.31	34.14	29.07	34.43	23.08	34.18
Smp_168310.3	5.42	3.73	22.37	0	6.46	6.55	6.34	8.1	3.21	4.13	2.86	3.91	1.97	2.49
Smp_168330.1	31.36	18.43	30.82	24.38	75.01	53.43	36.67	40.57	114.21	101.48	103.9	98.48	214.19	102.74
Smp_168340.1	47.39	35.7	16.32	26.9	19.24	34.86	26.7	37.91	20.91	18.49	18.92	18.57	13.75	18.58
Smp_168350.1	508.58	275.86	237.13	188.72	200.55	170.86	98.31	108.89	137.03	135.06	139.78	143.27	291.19	161.92
Smp_168370.1	10.26	5.08	4.95	7.27	4.47	20.13	20.08	7.26	11.65	11.97	10.49	10.55	2.7	8.3
Smp_168370.2	43.33	25.44	6.39	7.35	19.67	41.82	16.01	20.18	23.95	24.38	22.58	24.02	15.1	27.08
Smp_168370.3	12.94	3.97	0	2.93	0	3.43	7.17	3.36	1.67	1.53	2.25	2.4	0.58	1.32
Smp_168370.4	0.93	0.49	3.36	0	6.33	2.59	7.03	12.5	10.43	7.44	10.75	11.15	1.99	5.04
Smp_168370.5	2.94	1.08	4.61	10.84	4.82	5.16	5.37	3.7	2.54	2.58	4.74	4.25	2.61	2.74
Smp_168370.6	3.11	3.31	0	0	3.98	11.72	6.73	8.74	5.32	5.21	5.99	6.27	1.08	3.68
Smp_168370.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smp_168400.1	3.54	2.89	21.37	34.2	21.23	0.96	1.91	3.18	8.17	7.09	5.91	4.82	10.24	3.62
Smp_168430.1	8.23	0.4	0	0	0.82	0.09	0	0	0.09	0	0	0.14	0	0
Smp_168450.1	17.2	21.36	20.98	8.62	42.43	7.76	15.47	25.66	19.25	10.82	6.01	8.56	15.55	10.19
Smp_168460.1	59.02	18.36	16.16	6.6	18.68	18.53	4.18	6.93	41.62	41.19	46.42	52.5	24.73	63.8
Smp_168490.1	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0
Smp_168500.1	6.98	3.38	17.12	3.26	21.56	9.06	6.52	22.06	25.33	25.36	23.49	23.58	35.44	27.97
Smp_168520.1	31.44	86.26	46.29	46.25	26.46	34.63	93.12	102.47	50.22	50.99	48.9	50.72	26.57	49.72
Smp_168550.1	0.86	0.22	4.83	130.46	27.16	0.85	0.24	0.05	4.2	3.14	3.7	4.3	0.94	9.51
Smp_168590.1	3.41	7.11	2.99	6.83	5.31	0.94	0.72	2.11	12.21	14.28	17.66	21.32	7.75	25.26
Smp_168600.1	0.91	0.18	1.23	0.41	2.11	2.46	5.98	4.3	2.06	1.36	0.89	0.78	0.23	0.49
Smp_168610.1	0.43	0.07	0	0	1.38	0.3	0.55	1.59	0.31	0.06	0.07	0.03	0.17	0.04
Smp_168620.1	0.28	0.02	0.49	0.56	2.17	0.57	3.67	1.42	2.34	4.34	1.96	2.98	0.18	2.76
Smp_168660.1	35.48	35.75	24.04	16.13	19.09	30.83	52.74	74.01	43.2	40.38	47.98	47.19	26.66	43.25
Smp_168670.1	0.58	0.22	1.46	0.33	3.14	10.33	9.45	10.45	5.8	5.85	3.12	3.95	1.65	4.17
Smp_168730.1	3.57	1.41	3.88	4.44	29.9	33.87	34.94	12.17	27.98	72.69	66.61	108.14	13.32	146.99
Smp_168760.1	142.48	93.3	28.87	27.61	19.12	19.14	53.17	48.46	41.67	38.42	39.49	29.79	66.54	33.71
Smp_168770.1	143.28	150.58	72.37	78.45	43.42	39.41	58.33	34.17	39.9	44.79	38.54	38.89	66.35	49.37
Smp_168780.1	2.51	0.26	0	0	0.6	0.43	0.24	0.12	1.21	1.55	1.04	1.3	0.79	1.75
Smp_168800.1	71.53	128.56	144.97	168.58	111.09	39.74	31.67	21	36.68	35.05	43.55	37.45	63.58	33.53
Smp_168890.1	15.91	8.96	8.18	5.88	7.48	20.14	24.77	16.5	7.9	6.65	8.6	8.05	5.07	4.84
Smp_168930.1	24.72	13.55	22.01	22.7	21.22	40.11	49.36	57.1	36.15	40.13	47.24	44.2	58.44	45.56
Smp_168990.1	21.59	11.65	40.98	12.65	0.58	1.67	2.1	4.35	5.49	8.52	5.66	7.97	1.91	7.14
Smp_169010.1	1.32	0.55	1.18	2.36	2.92	30.99	60.56	26.09	14.19	13.75	9.91	10.7	30.54	18.97
Smp_169010.2	0.04	0	0	0	0	1.38	3.26	2.04	2.18	3.03	4.94	4.16	2.62	5.55
Smp_169030.1	34.17	36.21	28.09	24.64	17.46	20.5	26.6	12.78	18.93	18.86	19.02	18.13	26.52	22.86
Smp_169040.1	1.97	2.74	9.1	9.8	10.01	7.78	27.74	20.55	7.28	9.33	8.43	10.54	6.49	12.4
Smp_169040.2	6.03	9.14	13.73	1.04	0.21	34.24	29.34	22.23	18.59	20.21	21.6	20.31	0.62	18.9
Smp_169040.3	1.23	1.96	1.3	0.79	1.75	5.52	13.12	7.86	2.24	2.16	3.79	3.95	1.12	2.28
Smp_169050.1	0.8	0.73	0.34	0.38	1.68	2.51	1.34	10.33	20.07	20.66	15.99	16.99	12.12	24.93
Smp_169050.2	0.37	0.2	0.3	0	1.2	1.17	1.49	4.5	14.96	12.92	9.48	10.53	8.66	13.81
Smp_169070.1	1.47	5.34	5.25	4	4.93	3.37	2.3	8.3	12.01	12.88	9.08	9.66	7.75	8.4
Smp_169090.1	21.48	256.7	66.5	329.94	318.58	15.19	2.44	1.09	2.93	2.6	31.4	14.35	133.21	11.15
Smp_169140.1	22.04	32.97	35.83	33.5	29.3	15.13	14.07	25.13	27.13	35.33	25.9	28.47	14.17	27.65
Smp_169150.1	0.41	0.09	0	0	0.98	1.46	1.86	1.64	2.12	1.82	1.68	1.18	0.46	0.66
Smp_169150.2	0.35	0.09	1.35	0.52	1.84	0.47	0	0.91	0.37	0.67	1.05	0.68	1.79	0.64
Smp_169180.1	24.27	30.76	3.05	6.96	0	39.57	34.53	18.14	0.19	0.38	0.3	0.18	0.42	0.21
Smp_169180.2	0.48	0	5.3	1	7.2	0.11	9.96	23.89	11.26	10.62	13.53	14.43	8.41	14.08
Smp_169190.1	0	0	0	0	3417.84	19563.26	1853.11	373.65	0	0	0	0	0	0.04
Smp_169200.1	0	0	0	0	14.64	2.46	0.12	2.13	164.96	159.28	226.74	245.13	148.27	111.53
Smp_169220.1	0	0	0	0	6.51	5.2	5	17.58	11.02	17.19	18.86	26.97	11	27.07
Smp_169260.1	2.01	3.09	4.6	6.62	1	0.21	6.11	1.82	37.88	40.02	55.98	44.96	38.67	70.63
Smp_169260.2	0.09	0	1.33	0.44	2.18	0	0.01	4.02	0	0	0	0	0	0
Smp_169260.3	0	0.73	0	0	0	0.73	5.15	2.06	11.18	9.17	17.34	20.42	2.49	7.13
Smp_169280.1	71.7	95.97	52.47	59.49	35.18	49.69	56.76	77.55	48.93	49.81	51.95	48.62	53.3	45.02
Smp_169290.1	12.19	11.52	4.42	4.66	5.18	9.39	15.55	7.14	4.39	3.86	4.85	4.01	4.48	8.32
Smp_169290.2	10.63	12.95	8.81	12.21	2.9	14.81	26.1	23.13	9.91	8.97	8.83	7.98	4.79	3.86
Smp_169300.1	66.47	42.9	27.96	34.54	18.57	60.36	47.26	42.82	22.24	22.18	22.42	19.74	19.77	24.78
Smp_169310.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smp_169320.1	147.14	346.91	77.18	94.49	36.44	62.12	69.92	81.8	59.63	50.8	51.16	45.02	38.01	41.39
Smp_169330.1	23.1	47.27	17.83	26.13	14.32	12.69	13.84	27.31	18.21	15.27	15.93	13.32	12.32	9.58
Smp_169340.1	391.3	383.76	50.01	139.92	78.26	141.88	43.02	26.71	34.09	34.18	44.34	38.24	120.25	35.45
Smp_169340.2	175.37	79.68	97.1	60.44	82.24	66.14	42.78	27.08	13.86	16.08	12.33	12.39	34.64	13.43
Smp_169350.1	0.17	0.02	0	1.03	0.24	0.31	0.48	0.08	2.06	0.81	1.45	1.68	0.14	0.24
Smp_169360.1	1.84	1.04	4.62	2.81	5.81	26.55	15.57	9.2	9.5	8.83	6.11	7.77	0.93	5.91
Smp_169380.1	0.3	0.64	3.84	3.08	1.21	0.16	0.3	1.1	1.34	0.98	1.69	1.13	1.84	0.78
Smp_169410.1	1.47	2.05	10.79	8.08	5.65	0.44	0.35	2.07	7.39	4.9	3.13	2.17	3.66	1.31
Smp_169430.1	3.63	3.35	9.13	8.67	6.59	25.08	35.94	28.1	10.38	9.29	10.13	8.66	8.18	9.53
Smp_169430.2	1.08	0.75	0	0	0	6.44	3.58	1.96	0.29	0.91	0	1.07	0	0.58
Smp_169430.3	0.65	0	0	0	0	0.74	0.42	1.23	0.29	0.21	0.18	0.31	0	0.31
Smp_169440.1	339.28	368.98	204.7	260.99	193.56	447.19	462.81	142.46	214.03	217.9	247.36	248.27	443.68	300.55
Smp_169460.1	0	0	0	0	7.31	56.38	146.01	88.18	29.12	35.02	27.38	35.54	16.43	41.28
Smp_169460.2	0	0	0	0	2.4	3.27	16.8	4.46	2.18	3.53	2.37	2.5	2.41	4.1
Smp_169460.3	0	0	0	0	0	0	0	2.01	0	0.47	0	0	0	0
Smp_169470.1	50.91	49.1	107.53	104.44	106.87	106.37	142.22	167.09	93.78	97.21	116.09	130.86	137.49	147.15
Smp_169480.1	0.5	0.49	0	4.03	0	2.7	7.13	3.41	2.36	2.16	1.01	1.55	0	0.55
Smp_169520.1	34.38	37.34	17.4	14.46	11.05	27.76	32.97	27.3	13.67	12.72	14.42	13.46	11.8	12.29
Smp_169530.1	27.94	36.06	31.35	20.52	22.89	40.8	39.39	32.84	19.62	18.16	19.82	18.53	13.67	14.78
Smp_169550.1	14.41	10.57	21.51	23.67	21.56	33.95	47.18	36.8	20.78	25.25	19.55	22.8	7.71	18.97
Smp_169580.1	38.23	20.92	10.04	6.04	13.41	8.3	9.25	8.89	40.29	57.29	39.65	49.17	24.2	58.58
Smp_169610.1	31.29	53.16	34.97	58.94	64.37	169.65	96.52	104.91	68.34	66.79	88.85	94.73	74.84	96.34
Smp_169610.2	1.19	0.26	3.3	0	3.47	2.41	6.97	6.03	0.54	0.83	0.84	0.99	1.79	1.29
Smp_169630.1	3.5	4.19	7.05	15.55	6.75	28.38	19.79	13.55	6.78	6.74	6.07	6.03	3.06	5.1
Smp_169640.1	98.31	73.33	29.89	33.53	22.74	43.54	44.39	33.05	27.9	24.5	23.04	21.55	31.37	19.76
Smp_169660.1	1.79	0.71	5.64	2.36	14.58	13.63	20.16	9.24	16.96	19.96	14.57	16.34	4.45	13.54
Smp_169670.1	65.72	46.32	19.78	38.59	21.09	32.44	27.63	29.64	15.91	15.63	15.89	13.72	17.51	16.22
Smp_169690.1	852.24	480.86	204.97	165.72	216.58	187.18	216.46	192.17	193.3	199.55	193.11	198.19	286.14	213.25
Smp_169700.1	1.9	0	0	0	12.28	16.07	24.21	47.35	20.02	23.88	24.26	30.13	10.01	35.02
Smp_169700.2	0	0.38	2.31	0	0	6.19	5.8	19.42	7.07	10.38	7.67	10.1	3.84	15.46
Smp_169720.1	8	8.69	18.98	25.18	23	23.39	12.97	9.26	11.46	11.17	7.92	8.06	23.76	10.07
Smp_169720.2	0.61	1.32	4.06	3.21	10.64	9.55	6.09	9.02	12.81	12.14	9.49	7.03	4.26	5.14
Smp_169720.3	2.36	2.21	6.43	0	5	10.75	4.31	4.11	9.25	5.9	4.87	4.68	10.17	6.07
Smp_169730.1	6.7	41.46	36.56	42.93	40.25	28.23	59.46	150.05	91.96	86.26	50.81	52.45	24.67	40.38
Smp_169750.1	2.79	5.14	11.56	11.84	10.11	8.75	12.49	19.23	8.68	7.63	7.91	7.85	7.39	6.69
Smp_169750.2	0	0	0	0	0	0.17	0	0.05	0.19	0	0	0	0	0
Smp_169760.1	2.23	1.43	1.32	0	2.4	3.55	0.12	0.24	4.1	2.82	3.11	3.55	2.05	3.56
Smp_169780.1	1.88	1.92	8.3	6	12.29	7.1	12.75	15.34	18.89	13.39	13.6	12.43	7.78	12.93
Smp_169780.2	4.11	6.55	0	0	0	0	0	0.95	0.08	0	0	0	0	0
Smp_169780.3	0	0	3.88	0	0.92	1.98	10.67	2.24	2.22	1.86	1.97	1.79	1.9	1.47
Smp_169800.1	4.06	3.11	12.42	0	17.29	12.04	15.78	24.4	17.68	15.1	16.29	14.99	11.41	14.09
Smp_169800.2	0	0.84	0	14.57	4.94	1.66	1.46	6.09	3.46	4.17	1.8	3.78	2.11	3.57
Smp_169800.3	0.45	0.42	3.06	0	2.01	0.33	2.58	1.47	1.72	1.26	2.04	1.71	0.59	1.45
Smp_169800.4	0.17	0.29	0	4.67	1.07	2.56	2.91	3.67	1.19	2.06	0.54	0.59	1.97	1.53
Smp_169820.1	9.83	15.82	0	5.14	6.55	15.61	30.04	23.65	12.79	11.3	10.64	10.92	2.15	6.42
Smp_169820.2	0	0	11.47	9.4	7.51	0	0	0	0	2.1	2.71	1.6	8.01	6.04
Smp_169820.3	1.25	1.08	17.34	0	0	11.61	2.22	0	0	0	0	0.13	0	0
Smp_169860.1	0.02	0.11	2.09	0	2.93	0.11	0.74	2.21	1.81	1.96	1.44	1.56	0.88	2.08
Smp_169870.1	0.39	3.18	20.97	23.96	11.39	4.52	9.65	32.69	25.27	17.14	31.93	24.66	54.83	24.96
Smp_169880.1	0.41	0.09	0	0	1.84	0.81	2.79	8.98	1.31	0.88	0.79	0.85	0.91	1.24
Smp_169890.1	0.73	0.33	0.99	0.57	3.51	0.96	2.02	3.53	5.03	5.62	4.2	4.35	1.53	4.13
Smp_169930.1	0.04	0	0	0	0	0.07	0.02	0.08	0.8	1.03	3.71	1.6	6.27	3.3
Smp_169930.2	0	0	0.63	0	0	0	0	0	0.55	0.47	0.97	1.29	2.5	0.88
Smp_169940.1	49.4	28.29	18.6	19.87	23.48	46.45	66.2	59.24	55.46	45.65	49.48	47.93	36.23	44.14
Smp_169940.2	66.28	51.31	0	0	1.13	32.6	34.91	16.36	1.15	1.16	0.9	1.03	0.3	0.36
Smp_169940.3	0.71	0.49	5.67	0	7.79	6.11	12.93	9.9	1.62	1.81	1.72	1.88	0.55	0.86
Smp_169950.1	47.22	33.94	15.44	24.3	19.86	34.57	65.97	46.97	39.83	37.21	33.83	33.59	21.01	30.91
Smp_169960.1	576.37	279.12	57.65	70.38	32.28	50.78	62.62	67.7	44.61	56.58	46.77	57.38	32.04	64.06
Smp_169970.1	0.67	2.36	0	13.99	0	0.97	0.01	1.8	5.29	4.22	4.82	2.74	7.87	1.03
Smp_169980.1	1.51	4.3	0	0	0	3.63	9.47	11.26	2.82	6.52	2.64	1.76	1.11	2.17
Smp_169980.2	0.86	0	0	0	0	9.93	4.03	12.59	2.56	5.14	4.13	4.17	1.53	2.01
Smp_169980.3	15.84	10.97	8.94	10.98	9.23	16.07	18.96	20.81	14.65	7.27	12.99	12.85	8.95	11.9
Smp_169980.4	0.3	0.35	4.71	0.47	13.81	4.33	20.23	18.9	10.18	19.75	9.25	7.94	32	19.04
Smp_169990.1	36.5	47.27	24.74	23.3	16.46	22.85	29.95	29.8	32.23	32.12	40.51	36.66	43.8	36.59
Smp_170010.1	8.47	2.87	3.79	3.24	9.63	8.01	1.03	1.2	13.32	14.05	11.03	11.89	8.56	11.28
Smp_170020.1	0.15	0.09	0	0	1.12	0.15	0.5	0.66	1.5	1.98	5.66	7.8	0.59	4.38
Smp_170020.2	0.11	0.04	0	0	1.07	0.18	1.42	0.15	0.44	1.02	1.51	3.57	0.09	2.64
Smp_170020.3	0.5	0.24	0	0.75	0.88	0.94	1.34	1.69	2.76	4.98	3.9	5.12	1.23	9.26
Smp_170030.1	176.92	199.9	126.23	86.26	214.78	90.48	44.1	43.59	106.17	161.98	132.38	175.76	54.78	169.09
Smp_170060.1	50.44	43.82	31.19	25.93	28.8	46.26	46.06	34.17	33.02	45.46	28.76	36.29	25.72	48.04
Smp_170150.1	3.48	2.38	0	4.5	1.04	8.95	5.86	13.86	5.44	9.31	8.49	11.47	3.82	24.14
Smp_170150.2	0	0	1.22	0	0	0	0	0	0	0	0	0.22	0	0
Smp_170150.3	3.72	1.72	7.3	5.69	2.47	10.41	11.77	10.92	3.07	4.94	6.31	7.34	5.29	13.52
Smp_170160.1	192.29	198.18	19.75	40.19	46.91	692.57	470.66	183.5	62.76	61.6	76.8	79.92	56.79	90.07
Smp_170170.1	14.93	13.37	15.78	14.1	18.65	59.47	85.38	50.12	27.1	35.67	33.22	42.55	10.23	44.4
Smp_170190.1	3.39	22	0	0	0	2.72	0.86	0.82	0.43	0	0.18	0.04	0.06	0
Smp_170200.1	182.93	38.88	41.48	36.12	8.77	49.08	47.76	69.32	24.16	25.04	28.5	31.41	36.69	42.15
Smp_170210.1	0.97	0.24	0.55	1.26	1.87	1.77	0.42	0.32	0.77	1.35	0.92	1.36	0.53	1.67
Smp_170210.2	0	0	0	0	0	0	0	0	0.35	0	0.38	0.59	0	0
Smp_170230.1	301.4	233.02	61.36	67.26	69.56	61.69	40.18	37.13	35.65	32.16	27.06	21.17	62.05	31.25
Smp_170260.1	4.41	5.83	0	0	2.68	11.97	4.17	2.62	2.25	1.85	2.32	2.13	7.28	3.9
Smp_170260.2	3.03	5.36	18.94	23.11	10.51	4.03	27.83	45.99	14.89	15.19	17.08	15.61	8.39	11.27
Smp_170280.1	0.06	0.02	1.4	0.53	0.55	0.09	0.7	3.98	61.43	74.25	52.4	63.05	13.08	48.01
Smp_170290.1	0.41	0.77	0	0	2.28	0.22	0.37	0	1.18	1.27	0.67	1.31	1.09	0.72
Smp_170290.2	2.85	0.46	0.94	1.08	0	7.85	5.89	11.16	3.57	2.79	3.69	2.84	0.56	2.45
Smp_170300.1	117.17	64.1	52.21	49.44	51.29	142.63	78.66	41.54	27.5	24.11	24.4	20.71	36.82	22.62
Smp_170320.1	0.76	0.84	0.37	0.43	2.17	3.93	7.34	0.97	1.39	0.65	2.08	0.79	6.69	0.57
Smp_170340.1	66.69	351.04	44.29	40.71	22.26	25.05	24.97	5.28	98.69	123.29	149.92	180.96	23.06	146.34
Smp_170350.1	24.96	26.74	54.32	35.67	37.16	63.31	69.13	66.78	52.76	59.48	72.72	77.46	60.41	86.85
Smp_170380.1	13.29	15.49	29.93	31.57	18.66	8.09	6.13	9.05	12.65	10.33	13.1	10.47	19.4	12.23
Smp_170390.1	0	0	4.46	5.11	0	0	0	0.35	0	0	0.15	0	0	0
Smp_170390.2	1.23	1.37	0	0	2.72	12.31	9.91	21.41	8.97	7.7	8.14	7.12	1.43	3.88
Smp_170390.3	39.89	21.76	14.88	20.89	7.46	0.42	0.48	0	2.26	2.9	2.62	3.01	6.6	6.2
Smp_170390.4	0.67	0.51	14.94	8.05	1.2	9.87	9.63	0.66	2.78	2.67	3.46	4.12	2.03	3.68
Smp_170400.1	52.21	101.26	36.26	46.46	28.05	25.37	36.21	47.98	37.09	34.05	39.67	34.98	41.46	28.86
Smp_170420.1	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0
Smp_170430.1	0.8	1.52	3.48	3.98	10.89	0.1	0.05	0.23	11.74	17.75	10.47	15.4	5.1	14.77
Smp_170440.1	0.95	0	0	0	0	3.83	2.29	1.39	1.39	0.79	2.02	0.53	0.7	0.58
Smp_170440.2	102.3	96.5	41.9	34.03	24.81	23.35	20.09	35.33	26.69	22.85	24.01	19.63	41.87	19.96
Smp_170440.3	3.09	12.05	4.14	10.83	7.94	0	4.08	3.42	1.75	1.56	1.8	2.97	2.12	1.39
Smp_170450.1	15.82	15.07	33.05	30.02	30.15	39.8	32.83	67.03	63.83	71.54	59.34	65.13	29.71	60.93
Smp_170490.1	0	0.2	15.36	17.54	12.76	0	0	0	0.07	0.04	0.25	0.29	0	0.2
Smp_170540.1	16.58	13.39	3.95	2.25	0	22.9	40.83	29.49	0.33	0.16	0.56	0.42	0.14	0.27
Smp_170540.2	0.04	0.04	0	0	0	2.97	3.58	1.03	0	0	0.02	0	0	0
Smp_170540.3	20.79	10.31	7.39	19.07	11.66	21.85	26.25	17.87	17.12	14.42	15	15.22	6.6	11.91
Smp_170550.1	41.88	21.74	38.15	7.07	3.51	97.83	101.15	146.53	121.14	128.13	193.14	196.36	168.97	212.69
Smp_170550.2	86.46	77.37	29.68	57.91	41.55	20.85	68.84	92.6	79.74	85.81	112.22	127.13	115.2	149.89
Smp_170560.1	1.45	0.42	2.4	0	2.13	2.12	4.61	4.93	4.78	4.18	9.01	6.05	23.96	5.95
Smp_170570.1	366.42	425.73	67.14	104.02	37.92	84.65	72.78	75.1	65.41	54.77	55.15	46.91	65.59	42.48
Smp_170580.1	2.7	1.04	0.57	0.66	2.86	1.27	1.2	3.52	3.1	3.21	1.91	1.66	3.7	3.1
Smp_170600.1	6.92	4.85	30.69	14.02	19.03	2.47	1.6	3.06	45.41	38.77	40.5	44.81	37.6	46.8
Smp_170610.1	0	0.07	1.3	2.23	2.04	0.54	0.45	0.18	0.39	0.37	0.33	0.62	0.18	0.4
Smp_170620.1	0.8	0.77	4.36	3.73	1.52	2.89	7.41	6.57	4.37	3.22	3.86	4	0.9	1.75
Smp_170630.1	0.43	0.18	5.64	0	80.49	11.03	4.56	2.88	174.97	202.4	244.48	263.63	124.74	208.87
Smp_170690.1	12.97	7.66	5.46	1.99	1.78	8.4	8.1	7.81	4.74	3.97	2.47	1.94	1.12	1.59
Smp_170690.2	79.91	54.46	64.83	27.27	21.62	59.95	21.84	31.92	21.56	14.74	8.55	8.86	3.11	7.46
Smp_170700.1	0.56	0.2	2.62	0.69	1.27	2.31	0.46	0.58	2.48	2.68	2.29	2.25	0.96	2.11
Smp_170740.1	0.28	0.26	11.03	0	19.71	0.22	0.44	2.16	2.19	3.58	5.55	6.9	2.75	10.19
Smp_170760.1	3.78	2.45	10.07	9.65	13.32	59.9	139.31	42.84	7.16	6.56	5.33	5.55	2.08	4.69
Smp_170770.1	0	0.2	0	0	5.52	0	0	0	0.06	0	0.26	0.08	2.09	0
Smp_170770.2	0.24	0	0	0.98	0	0.07	0.07	0	0	0.03	0	0	0	0
Smp_170790.1	0.28	0.22	1.84	0.7	2.25	2.18	2.59	3.05	3.58	2.44	1.6	1.54	2.29	2.17
Smp_170800.1	99.41	166.56	87.65	73.21	56.01	43.8	64.43	69.49	60.24	51.42	52.72	43.77	77.85	39.84
Smp_170800.2	22.97	39.39	11.67	11.37	10.31	27.24	12.87	8.35	14.86	11.69	11.64	10.89	4.46	7.59
Smp_170810.1	0.67	0.38	0	0	0.66	0.43	0.86	0.2	1.19	1.49	0.91	1.12	0.41	1.07
Smp_170840.1	0.17	0.02	1.02	1.16	1.87	0	0.13	0	0.11	0.06	1.89	0.73	14.06	0.49
Smp_170850.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smp_170890.1	1.02	0	0	0	0	0	0	0	0	0	0	0	0	0
Smp_170890.2	0.65	0	0	0	2.13	0	0	0	0	0	0.1	0.02	0.12	0.04
Smp_170910.1	9.42	4.81	0	15.98	3.48	19.08	7.6	31.59	13.82	13.33	11.62	11.03	4.01	10.38
Smp_170910.2	7.35	3.91	15.11	0	15.8	23.49	17.06	14.12	12.17	11.1	9.22	9.78	12.49	7.92
Smp_170930.1	32.52	3.24	6.1	11.39	17.68	28.24	11.89	4.65	7.91	7.76	6.27	6.72	4.61	5.34
Smp_170940.1	3.78	5.89	5.67	13.89	6.48	3.24	7.72	24.75	13.09	11.39	13.28	13.5	8.81	15.83
Smp_170950.1	1.97	1.08	1.16	2.38	1.05	1.05	3.9	2.8	1.72	1.94	2.08	2.01	0.82	1.11
Smp_170950.2	13.57	14.26	17.2	13	24.7	17.32	26.29	21.21	18.95	18.62	14.86	15.8	17.51	14.68
Smp_170980.1	0	0.11	0.8	0.91	0.42	0	0	0.02	0.76	1.11	1.79	1.68	1.52	2.2
Smp_171000.1	0.3	0.73	7.95	18.18	9.35	0.64	0.92	0.79	3.91	2.62	3.39	1.71	5.07	1.96
Smp_171010.1	3.24	1.35	0.49	2.23	2.8	3.9	0.48	0.42	7.6	6.46	7.2	8.08	3.38	8.34
Smp_171020.1	4.97	1.1	5.86	4.02	15.35	51.04	14.57	16.08	98.59	108.61	120.91	146.75	25.81	118.93
Smp_171030.1	7.5	2.54	7.33	6.28	19.34	16.63	23.71	39.8	13.9	11.55	7.92	6.5	9.18	6.01
Smp_171040.1	12.99	19.99	15.09	32.59	23.82	13.41	24.25	45.89	33.47	29.69	42.57	40.14	24.99	39.93
Smp_171060.1	0.39	0.4	0	2.6	2.59	0.55	0.22	0.23	0.21	0.05	0.03	0	0.05	0.09
Smp_171070.1	129.99	85.22	50.04	73.36	39.69	59.11	84.29	56.02	38.96	36.65	35.61	31.02	45.03	34.18
Smp_171080.1	16.01	19.18	78.47	87.85	107.16	25.13	27.57	31.76	59.51	61.38	59.22	58.08	104.23	56.68
